url,title,price,address,area,floor,year,metro_name,metro_time,house_type,_error
https://www.cian.ru/sale/flat/321960629/,"Продается 3-комн. квартира, 119 м²",57 500 000 ₽,"Москва, САО, р-н Аэропорт, Петровско-Разумовская аллея, 10К2На карте",119 м²,12 из 16,2004,Петровский Парк,3 мин.,,
https://www.cian.ru/sale/flat/321821887/,"Продается 1-комн. квартира, 30 м²",15 500 000 ₽,"Москва, САО, р-н Аэропорт, 1-й Амбулаторный проезд, 2На карте",30 м²,6 из 9,1967,Аэропорт,17 мин.,,
https://www.cian.ru/sale/flat/313590975/,"Продаются 2-комн. апартаменты, 94 м²",75 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с31На карте",94 м²,4 из 10,,Динамо,6 мин.,Монолитный,
https://www.cian.ru/sale/flat/323338857/,"Продаются 3-комн. апартаменты, 106 м²",70 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39На карте",106 м²,13 из 15,2019,Динамо,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/323031549/,"Продается 1-комн. квартира, 48,5 м²",23 309 197 ₽,"Москва, Часовая ул., 28к4","48,5 м²",5 из 8,,Сокол,13 мин.,Монолитный,
https://www.cian.ru/sale/flat/319595602/,"Продается апартаменты-студия, 13,5 м²",5 200 000 ₽,"Москва, САО, р-н Аэропорт, 2-й Амбулаторный проезд, 8С3На карте","13,5 м²",1 из 6,2010,Красный Балтиец,4 мин.,Блочный,
https://www.cian.ru/sale/flat/323103990/,"Продается 2-комн. квартира, 37,4 м²",15 000 000 ₽,"Москва, САО, р-н Аэропорт, Красноармейская ул., 13На карте","37,4 м²",9 из 9,1964,Аэропорт,9 мин.,Блочный,
https://www.cian.ru/sale/flat/323031636/,"Продается 2-комн. квартира, 73,5 м²",33 586 560 ₽,"Москва, САО, р-н Аэропорт, Часовая ул., 28к4На карте","73,5 м²",3 из 8,,Сокол,13 мин.,Монолитный,
https://www.cian.ru/sale/flat/322923032/,"Продается 3-комн. квартира, 146 м²",59 900 000 ₽,"Москва, САО, р-н Аэропорт, Кочновский проезд, 4к2На карте",146 м²,16 из 32,2008,Аэропорт,15 мин.,Монолитный,
https://www.cian.ru/sale/flat/319132456/,"Продается 2-комн. квартира, 55,1 м²",19 000 000 ₽,"Москва, САО, р-н Аэропорт, Планетная ул., 7На карте","55,1 м²",1 из 5,1959,Динамо,14 мин.,Кирпичный,
https://www.cian.ru/sale/flat/321165508/,"Продается 3-комн. квартира, 107 м²",58 000 000 ₽,"Москва, САО, р-н Аэропорт, Часовая ул., 19к3На карте",107 м²,3 из 23,2008,Сокол,8 мин.,,
https://www.cian.ru/sale/flat/319898878/,"Продается 4-комн. квартира, 132 м²",58 500 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 66К2На карте",132 м²,5 из 18,2012,Аэропорт,6 мин.,,
https://www.cian.ru/sale/flat/323490469/,"Продается 2-комн. квартира, 40 м²",13 300 000 ₽,"Москва, САО, р-н Аэропорт, Малый Коптевский проезд, 6К1На карте",40 м²,4 из 12,1969,Красный Балтиец,7 мин.,Блочный,
https://www.cian.ru/sale/flat/306477662/,"Продается 3-комн. квартира, 128 м²",76 000 000 ₽,"Москва, САО, р-н Аэропорт, Часовая ул., 19к3На карте",128 м²,22 из 23,2009,Сокол,8 мин.,,
https://www.cian.ru/sale/flat/291464412/,"Продаются 3-комн. апартаменты, 82 м²",52 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с30На карте",82 м²,4 из 12,2019,Динамо,8 мин.,Монолитный,
https://www.cian.ru/sale/flat/323002860/,"Продаются 2-комн. апартаменты, 50 м²",32 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с40На карте",50 м²,7 из 25,2020,Петровский Парк,10 мин.,Монолитный,
https://www.cian.ru/sale/flat/322185253/,"Продаются 3-комн. апартаменты, 80 м²",55 000 000 ₽,"Москва, Ленинградский просп., 36с40",80 м²,18 из 25,2020,Петровский Парк,10 мин.,Монолитный,
https://www.cian.ru/sale/flat/321929716/,"Продается 2-комн. квартира, 43 м²",19 000 000 ₽,"Москва, САО, р-н Аэропорт, Большой Коптевский проезд, 4На карте",43 м²,3 из 5,1961,Аэропорт,11 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323160262/,"Продается 1-комн. квартира, 32 м²",13 900 000 ₽,"Москва, САО, р-н Аэропорт, Планетная ул., 49На карте",32 м²,2 из 8,,Аэропорт,10 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323449881/,"Продаются 3-комн. апартаменты, 135 м²",75 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с38На карте",135 м²,12 из 15,2019,Динамо,6 мин.,,
https://www.cian.ru/sale/flat/318018581/,"Продаются 4-комн. апартаменты, 195 м²",185 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39На карте",195 м²,13 из 15,2018,Динамо,6 мин.,,
https://www.cian.ru/sale/flat/315196884/,"Продается 2-комн. квартира, 83 м²",98 000 000 ₽,"Москва, САО, р-н Аэропорт, Часовая ул., 19к3На карте",83 м²,7 из 23,2009,Сокол,8 мин.,,
https://www.cian.ru/sale/flat/319304811/,"Продается 3-комн. квартира, 114,1 м²",69 853 389 ₽,"Москва, САО, р-н Аэропорт, Северный административный округ, Соул жилой комплекс, к5На карте","114,1 м²",29 из 29,,Сокол,15 мин.,Монолитный,
https://www.cian.ru/sale/flat/321050609/,"Продаются 3-комн. апартаменты, 106 м²",70 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39На карте",106 м²,13 из 15,,Динамо,1 мин.,,
https://www.cian.ru/sale/flat/320583625/,"Продаются 2-комн. апартаменты, 94 м²",72 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с31На карте",94 м²,4 из 10,,Динамо,6 мин.,Монолитный,
https://www.cian.ru/sale/flat/319305105/,"Продается 3-комн. квартира, 114,8 м²",65 659 859 ₽,"Москва, САО, р-н Аэропорт, Северный административный округ, Соул жилой комплекс, к6На карте","114,8 м²",20 из 25,,Сокол,13 мин.,Монолитный,
https://www.cian.ru/sale/flat/316982258/,"Продается 4-комн. квартира, 130,4 м²",65 000 000 ₽,"Москва, САО, р-н Аэропорт, 2-й Амбулаторный проездНа карте","130,4 м²",6 из 21,,Сокол,15 мин.,Монолитный,
https://www.cian.ru/sale/flat/322163171/,,,,,,,,,,
https://www.cian.ru/sale/flat/320695662/,"Продается 3-комн. квартира, 160 м²",160 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 18С1На карте",160 м²,4 из 7,2004,Арбатская,8 мин.,Монолитный,
https://www.cian.ru/sale/flat/323450137/,"Продаются 4-комн. апартаменты, 170 м²",150 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с40На карте",170 м²,23 из 25,,Петровский Парк,10 мин.,Монолитный,
https://www.cian.ru/sale/flat/321905690/,"Продается 1-комн. квартира, 96,85 м²",232 440 000 ₽,"Москва, ЦАО, р-н Арбат, Староваганьковский пер., 17С4На карте","96,85 м²",2 из 7,,Арбатская,4 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/322190939/,"Продаются 3-комн. апартаменты, 121,6 м²",92 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39На карте","121,6 м²",12 из 15,,Динамо,1 мин.,,
https://www.cian.ru/sale/flat/323000798/,"Продается многокомнатная квартира, 344,5 м²",315 000 000 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 26На карте","344,5 м²",5 из 6,1914,Арбатская,9 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323077667/,"Продается многокомнатная квартира, 181,6 м²",380 000 000 ₽,"Москва, ЦАО, р-н Арбат, Большой Афанасьевский пер., 28На карте","181,6 м²",6 из 8,2012,Арбатская,7 мин.,,
https://www.cian.ru/sale/flat/322374907/,"Продается 3-комн. квартира, 59,5 м²",39 500 000 ₽,"Москва, ЦАО, р-н Арбат, Карманицкий пер., 3На карте","59,5 м²",2 из 6,1927,Смоленская,5 мин.,Кирпичный,
https://www.cian.ru/sale/flat/320583629/,"Продаются 4-комн. апартаменты, 195 м²",185 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39На карте",195 м²,13 из 15,,Динамо,1 мин.,,
https://www.cian.ru/sale/flat/322923404/,"Продается 1-комн. квартира, 43,5 м²",27 900 000 ₽,"Москва, САО, р-н Аэропорт, Часовая ул., 28/1На карте","43,5 м²",14 из 24,,Сокол,13 мин.,,
